00 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 c81c053385cff743 5b066920e77fc628 89d1cf247f3a9edc 0d67dbaeece3d2ae f18340362116e483 bacee2224211a696 db943309e3764913 34f3dfffe5597c17
00 0000000000000001 0000000000000001 0000000000000001 0000000000000001 0000000000000001 0000000000000001 0000000000000001 0000000000000001 89ee220dfebf5eb6 4d05f599126ef8e2 a63cef1a6c6de44a 0cbab3fa26589c95 6601796912470cfe 3a2b5feceefb5efb 35887037947f06b6 cd31ece5f427e443
00 ffffffff00000000 ffffffff00000000 ffffffff00000000 ffffffff00000000 ffffffff00000000 ffffffff00000000 ffffffff00000000 ffffffff00000000 dbd6ae6da6ab4920 3c86ee178c56ae6e 6b288251608ac22d 58ed79bf07aec4eb 6badd5941278cb71 e6bf7c88c566fdba c6e9111833fc9953 d635ca8f59705173
00 0101010101010101 0202020202020202 0303030303030303 0404040404040404 0505050505050505 0606060606060606 0707070707070707 0808080808080808 8ee28e5eef2dfd60 ec01b68bd74d4ac8 3e756ed6eb47bcee dc810e73e7989af2 37357a5f729f9da2 d83b776b26600555 9ed1c3b1131e0429 b9e6f8f11426e5c7
00 0000000000000400 0000000000000401 0000000000000402 0000000000000403 0000000000000404 0000000000000405 0000000000000406 0000000000000407 f1fb3bb48960a786 e015707e4f14b5e6 21bc9ba1a327d56c 697d96ece4561b62 4e9adb1a6f8651bc cdcc6af96ecef1ab 63b7dba5a59ed52b 5a307e14150ace2a
00 11832b858a62a0d4 8fe2e675eceed095 d435ce7cf6798874 2504e5e16c31e664 cb24854ea70c9ca8 cd229eed35d2af91 138d5be653fcce8e 5cf581c8509f5493 e1f8e0ce09836160 ea69590a717ca368 c7c79ffce85d32e1 d4b5bd0d419dbaf9 db279a0149514681 7bab31fc4ef3cd5c 4d920eda0d3e429c 1f468e099f2261f6
00 c88d083e508d2efa c60e82da3ef6ca27 cb64b274729b4e73 8d2ec2985d3d842f 308c166bbbad14e7 749da9db0b1f970e ca769532df4daba0 c66cd69d6d03d8f7 f674e1550a4cfafa cedc922d1d4aff88 f783226c310c4531 d05dfa9e775a584c 151803e9a52adc2e 45303a5e7876458a ea25688b70101798 1787e32dc3796990
00 5790dda9693d0286 3a621291e6f91903 e4e4feb7cfb0cbf1 bd5ac989b92f7626 b70137d9cdd0614a 6427f68aa06ad308 0446a43d7ca3c4ae c21c25c2877068a7 8b29e651450dd2a2 154bdd43c09b64d9 ccb4ade5bb762394 403fe293975b9ec9 238e985cd86ddb87 cfed1616f74a35bb fa234c226fbda69c 324f3a7f2c13b171
00 3da49b26501c41b6 0c92f6b23af0d4b5 23ffc8c2889eb85c 7697acb6d972122c 68e821745011fd08 205e20ffba8b9cf2 4d8a7d0e7a11f74b c87e5dca10bb6665 f1b20009e9f5ddfa 74b4b573d560e202 4c665a2e08a47b83 3cd9120b1de811f1 094a0c007e4134a2 bb3e785ceff83964 3d9c775fb649f8a9 a5efc92384837019
00 20051cfc955d29e9 f40a874a0df4c9fa a758fabd40301ee9 214326cbfc42e494 9ef322d2af2bc45d b0ef55c7f1252495 538a228d4424eb9c 6dcfa8d64073c54b ea4e3e48367114f6 e6932b7f90ca51c8 c929f9c76c29e94a 5252e053c4d8c4b6 13dba72d3d76e6a5 b4bb93893474c956 eb5f68aa9c992a6d 87bded1c485a0a89
00 0dd7db4fa8a91001 535f2d7efb7e6261 9077394d589626e5 2946699f04a213e8 218fc2bc0bccadcf 3eefd9d15be1a754 76ce32e257e1311a 082fc6ada6d1f5f8 dfae6b6bc9e35821 a27c7c90508561db 56dcaf8e37d60867 153bfd65fd8f1cda 838ab507e3c3f3da c74b7067a71cb7b8 6704dd71d597bcb1 4dde86f6118631c4
